PASSENGERS,UNIQUE_CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,AIRCRAFT_TYPE,MONTH
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,13095,LTO,614,4
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,15084,SXM,614,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10575,BGI,14843,SJU,617,7
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10747,BRO,13095,LTO,614,4
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11032,CUN,13303,MIA,614,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11032,CUN,14843,SJU,617,5
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11057,CLT,16271,YYZ,617,6
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,16271,YYZ,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11185,CUR,10693,BNA,617,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11185,CUR,13303,MIA,617,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11185,CUR,14492,RDU,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,16232,YWG,614,4
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,14312,PVR,617,6
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,16232,YWG,614,10
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,16232,YWG,617,4
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,16271,YYZ,617,6
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11764,FRG,11185,CUR,617,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,16271,YYZ,617,7
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12191,HOU,11185,CUR,614,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12206,HRL,14312,PVR,617,6
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12206,HRL,16271,YYZ,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13095,LTO,10747,BRO,614,4
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13095,LTO,11540,ELP,614,4
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,13605,NAS,617,4
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,13605,NAS,619,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,13618,NBW,617,7
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,14849,SKB,617,5
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,16217,YUL,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13605,NAS,13303,MIA,617,4
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13605,NAS,13303,MIA,619,3
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13618,NBW,13303,MIA,614,7
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13618,NBW,13303,MIA,614,9
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13618,NBW,13303,MIA,617,7
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,ORD,16229,YVR,614,4
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14122,PIT,16229,YVR,617,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14210,POS,13303,MIA,617,8
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14312,PVR,12206,HRL,617,6
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14312,PVR,14683,SAT,617,6
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14492,RDU,11185,CUR,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14492,RDU,16149,YOW,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14677,SAL,13303,MIA,614,6
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14681,SAP,13303,MIA,619,6
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14843,SJU,13068,LRM,617,8
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14843,SJU,14210,POS,617,7
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14843,SJU,15084,SXM,617,8
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15084,SXM,13930,ORD,614,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15084,SXM,14843,SJU,617,7
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15084,SXM,14843,SJU,617,8
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16083,YHU,12264,IAD,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16229,YVR,10559,BFI,617,2
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16229,YVR,11259,DAL,614,4
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16232,YWG,11066,CMH,617,10
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16232,YWG,11193,CVG,614,4
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16232,YWG,11259,DAL,617,4
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16271,YYZ,10540,BED,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16271,YYZ,10721,BOS,617,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16271,YYZ,12206,HRL,614,1
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16271,YYZ,13232,MDW,617,6
0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16271,YYZ,14524,RIC,617,6
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",10411,AUA,14107,PHX,627,5
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11488,EDI,13667,NGU,626,7
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",12051,GYE,12478,JFK,626,2
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",12051,GYE,13303,MIA,626,2
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",12073,HAV,13303,MIA,625,8
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",12391,ISP,16163,YQB,626,1
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",12478,JFK,12051,GYE,626,2
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",13198,MCI,16213,YTR,626,6
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",14312,PVR,13198,MCI,626,1
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",15376,TUS,10411,AUA,627,5
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",16042,YEG,10185,AEX,627,6
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",16042,YEG,13198,MCI,626,6
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",16253,YXX,13198,MCI,625,7
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",11519,EIS,14843,SJU,131,10
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",11519,EIS,14843,SJU,489,6
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",11519,EIS,14843,SJU,489,10
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,10444,AXA,131,2
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,10444,AXA,489,2
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11372,DOM,489,2
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,131,1
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,131,2
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,131,3
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,131,4
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,131,5
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,131,6
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,131,7
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,131,8
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,131,9
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,131,10
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,201,1
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,201,2
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,201,3
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,201,4
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,201,5
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,201,6
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,201,7
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,201,8
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,201,10
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,489,1
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,489,2
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,489,4
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,489,5
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,489,6
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,489,8
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,489,9
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11519,EIS,489,10
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,13660,NGD,131,2
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,14849,SKB,489,1
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15084,SXM,131,4
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15084,SXM,131,7
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15084,SXM,201,7
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15084,SXM,489,1
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15084,SXM,489,2
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15084,SXM,489,3
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15084,SXM,489,4
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15084,SXM,489,5
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15084,SXM,489,6
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15084,SXM,489,7
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15084,SXM,489,8
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15084,SXM,489,9
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15084,SXM,489,10
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14849,SKB,14843,SJU,489,6
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14849,SKB,14843,SJU,489,7
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14849,SKB,14843,SJU,489,10
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,131,1
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,131,2
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,131,8
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,131,9
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,131,10
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,201,1
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,201,3
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,201,4
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,201,5
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,201,6
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,201,7
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,201,8
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,201,9
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,201,10
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,489,2
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,489,3
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,489,4
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,489,5
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,489,6
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,489,7
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,489,8
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,489,9
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,11519,EIS,489,10
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15027,STX,11519,EIS,489,1
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15027,STX,11519,EIS,489,2
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15027,STX,11519,EIS,489,3
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15027,STX,11519,EIS,489,4
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15027,STX,11519,EIS,489,5
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15027,STX,11519,EIS,489,6
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15027,STX,11519,EIS,489,7
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15027,STX,11519,EIS,489,8
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15027,STX,11519,EIS,489,9
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15027,STX,11519,EIS,489,10
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15084,SXM,14843,SJU,201,7
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15084,SXM,14843,SJU,489,6
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15084,SXM,14843,SJU,489,7
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15084,SXM,14843,SJU,489,10
0.00,2LQ,Tropic Ocean Airways LLC,10329,APF,16845,BS3,416,2
0.00,2LQ,Tropic Ocean Airways LLC,10519,BCT,13289,MHH,416,9
0.00,2LQ,Tropic Ocean Airways LLC,10519,BCT,13746,NSB,416,1
0.00,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,416,1
0.00,2LQ,Tropic Ocean Airways LLC,11223,CXY,10519,BCT,416,4
0.00,2LQ,Tropic Ocean Airways LLC,11223,CXY,13303,MIA,416,4
0.00,2LQ,Tropic Ocean Airways LLC,11223,CXY,13303,MIA,416,6
0.00,2LQ,Tropic Ocean Airways LLC,11534,ELH,11697,FLL,416,2
0.00,2LQ,Tropic Ocean Airways LLC,11534,ELH,11697,FLL,416,3
0.00,2LQ,Tropic Ocean Airways LLC,11534,ELH,11697,FLL,416,4
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,10916,CCZ,416,2
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,10916,CCZ,416,4
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,11534,ELH,416,8
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,11731,FPO,416,4
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,11907,GGT,416,6
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,11910,GHB,416,2
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,11911,GHC,416,9
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,12080,HBI,416,1
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,12080,HBI,416,2
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,13289,MHH,416,5
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,13709,NMC,416,4
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,15147,TCB,416,6
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,15417,TZN,416,1
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,15417,TZN,416,4
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,15417,TZN,416,6
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,15778,WKR,416,6
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,15860,WTD,416,2
0.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,16845,BS3,416,8
0.00,2LQ,Tropic Ocean Airways LLC,11827,FXE,11223,CXY,416,4
0.00,2LQ,Tropic Ocean Airways LLC,11827,FXE,11907,GGT,416,4
0.00,2LQ,Tropic Ocean Airways LLC,11827,FXE,14682,SAQ,416,4
0.00,2LQ,Tropic Ocean Airways LLC,11907,GGT,11697,FLL,416,3
0.00,2LQ,Tropic Ocean Airways LLC,12080,HBI,13303,MIA,416,5
0.00,2LQ,Tropic Ocean Airways LLC,13289,MHH,11697,FLL,416,5
0.00,2LQ,Tropic Ocean Airways LLC,13289,MHH,13501,MTH,416,5
0.00,2LQ,Tropic Ocean Airways LLC,13289,MHH,14027,PBI,416,4
0.00,2LQ,Tropic Ocean Airways LLC,13303,MIA,10621,BIM,416,4
0.00,2LQ,Tropic Ocean Airways LLC,13303,MIA,13746,NSB,416,1
0.00,2LQ,Tropic Ocean Airways LLC,13303,MIA,15417,TZN,416,1
0.00,2LQ,Tropic Ocean Airways LLC,13605,NAS,10519,BCT,416,4
0.00,2LQ,Tropic Ocean Airways LLC,13605,NAS,11624,EYW,416,3
0.00,2LQ,Tropic Ocean Airways LLC,13605,NAS,11697,FLL,416,6
0.00,2LQ,Tropic Ocean Airways LLC,13605,NAS,11827,FXE,416,3
0.00,2LQ,Tropic Ocean Airways LLC,13605,NAS,14027,PBI,416,9
0.00,2LQ,Tropic Ocean Airways LLC,13709,NMC,11697,FLL,416,1
0.00,2LQ,Tropic Ocean Airways LLC,13709,NMC,11697,FLL,416,6
0.00,2LQ,Tropic Ocean Airways LLC,13746,NSB,13303,MIA,416,2
0.00,2LQ,Tropic Ocean Airways LLC,13898,OPF,13605,NAS,416,6
0.00,2LQ,Tropic Ocean Airways LLC,13936,ORL,11223,CXY,416,6
0.00,2LQ,Tropic Ocean Airways LLC,14027,PBI,11911,GHC,416,1
0.00,2LQ,Tropic Ocean Airways LLC,14027,PBI,14682,SAQ,416,3
0.00,2LQ,Tropic Ocean Airways LLC,14682,SAQ,14027,PBI,416,8
0.00,2LQ,Tropic Ocean Airways LLC,15860,WTD,11697,FLL,416,2
0.00,2LQ,Tropic Ocean Airways LLC,16845,BS3,11827,FXE,416,4
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10158,ACY,13605,NAS,671,8
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10171,ADS,14312,PVR,671,6
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10372,ASE,13594,MZT,671,2
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10372,ASE,14832,SJD,641,1
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10423,AUS,14293,PUJ,671,9
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10423,AUS,15246,TLC,671,3
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10423,AUS,16271,YYZ,671,7
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10444,AXA,13303,MIA,641,2
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10444,AXA,13898,OPF,667,1
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10444,AXA,14027,PBI,671,3
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10519,BCT,10575,BGI,641,4
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10519,BCT,13289,MHH,641,5
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10519,BCT,14153,PLS,641,4
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10521,BDA,10540,BED,671,6
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10521,BDA,15167,TEB,641,9
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10540,BED,16271,YYZ,671,2
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10575,BGI,10329,APF,641,1
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10575,BGI,12197,HPN,641,2
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10581,BGR,15018,STN,671,7
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10647,BKL,13605,NAS,667,8
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10670,BLM,14838,SJO,833,8
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10711,BOG,15024,STT,641,6
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10800,BUR,16306,ZLO,641,2
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10846,BZE,13898,OPF,671,2
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10849,BZN,16096,YKA,641,3
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10849,BZN,16257,YYC,833,9
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11032,CUN,10423,AUS,667,3
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11032,CUN,15304,TPA,641,5
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11041,CLD,14832,SJD,641,1
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11042,CLE,16078,YHM,671,9
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11066,CMH,13605,NAS,641,1
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11164,CTG,10397,ATL,671,3
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11164,CTG,13204,MCO,641,7
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11164,CTG,15167,TEB,641,2
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11259,DAL,11032,CUN,641,4
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11298,DFW,12693,KIN,641,3
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11433,DTW,16217,YUL,667,2
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11519,EIS,10519,BCT,641,3
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11519,EIS,13898,OPF,641,4
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11628,FAB,10529,BDL,671,8
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11697,FLL,13180,MBJ,671,2
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11697,FLL,13605,NAS,671,2
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11697,FLL,16443,CSL,641,1
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11714,FMY,16271,YYZ,671,3
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11728,FOK,10521,BDA,671,6
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11728,FOK,11015,CIW,667,1
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11764,FRG,10575,BGI,667,1
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11790,FTY,14153,PLS,641,4
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11827,FXE,16271,YYZ,671,6
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11868,GCM,13898,OPF,641,2
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11868,GCM,13898,OPF,641,3
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11868,GCM,15304,TPA,671,8
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11907,GGT,11827,FXE,641,4
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11907,GGT,13898,OPF,641,3
0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12191,HOU,11032,CUN,671,7
